date,price,market_cap,ath_value,ath_date,symbol,name,token
2021-01-01,738.6169381520413,84037694047.35515,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-02,730.1473402196374,83294083323.20639,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-03,777.6960653039432,88595346035.55156,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-04,967.0005967288458,112525376104.65454,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-05,1025.6547675669035,116693162132.74934,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-06,1103.3582516225742,125112930227.72488,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-07,1208.5750928728885,137306782958.13136,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-08,1229.4713150147782,139084939665.71393,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-09,1223.7296883535275,139145700786.27826,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-10,1282.979575527323,147397891905.5662,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-11,1267.7310031512136,144775179901.584,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-12,1092.9143378806064,124728988376.03725,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-13,1045.406815230412,119330774034.78914,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-14,1132.0155910164729,128582223216.0304,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-15,1216.9147884634556,138240285220.32953,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-16,1171.8600177046465,133962341262.37856,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-17,1234.6318700828049,141369013157.282,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-18,1229.379698072007,142087383372.707,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-19,1255.976691513213,143378258827.21744,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-20,1383.4840902277117,157929393133.71045,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-21,1385.8529958752583,156457140894.28006,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-22,1122.912432537305,130713677392.4996,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-23,1236.6834427536564,140271927461.8329,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-24,1231.176379704471,140773242456.76056,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-25,1392.5397634449737,158167202909.14236,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-26,1323.4295031020106,151940348541.692,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-27,1355.233724240999,155446593758.92108,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-28,1253.141671558609,141774137750.6659,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-29,1328.773619066556,152877389472.9714,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-30,1380.2842591352105,158354114909.26474,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-01-31,1372.427228964234,157410718624.21973,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-01,1317.0474362291775,150322722005.1637,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-02,1368.6644548123777,155894407853.50046,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-03,1514.2251957516528,174557101587.54166,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-04,1661.000824367477,189023794263.7008,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-05,1587.8008991859367,183982328605.4526,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-06,1724.8569083393102,196424150368.4788,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-07,1683.941297865053,192164042318.95844,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-08,1608.6405479857196,184109385158.1494,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-09,1750.997553719215,198719063426.16904,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-10,1769.053533934599,203102939465.473,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-11,1739.164209004836,199919369275.37125,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-12,1782.5088691218525,203774834938.25632,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-13,1841.1977507032907,210344318124.7324,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-14,1810.8425457323729,207890872554.91016,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-15,1804.9841464366496,207057026271.03052,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-16,1775.758351701864,203972439068.60132,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-17,1782.5753090505934,204528599567.24704,4815.004634322234,2021-11-09,eth,Ethereum,ETH
2021-02-18,1845.573922156752,211713928319.0353,4815.004634322234,2021-11-09,eth,Ethereum,ETH
