date,price,market_cap,ath_value,ath_date,symbol,name
2023-01-01,0.3400862829531819,17121133957.937172,1.837676647316653,2021-04-15,xrp,XRP
2023-01-02,0.3390659137727583,17060108166.49119,1.837676647316653,2021-04-15,xrp,XRP
2023-01-03,0.3485704226652262,17560796887.615242,1.837676647316653,2021-04-15,xrp,XRP
2023-01-04,0.3438178292783567,17382384969.744404,1.837676647316653,2021-04-15,xrp,XRP
2023-01-05,0.3481488850831711,17597994730.9952,1.837676647316653,2021-04-15,xrp,XRP
2023-01-06,0.3384179800553606,17116070602.36482,1.837676647316653,2021-04-15,xrp,XRP
2023-01-07,0.34511953355311,17457329880.73863,1.837676647316653,2021-04-15,xrp,XRP
2023-01-08,0.3447533324613407,17420356238.27483,1.837676647316653,2021-04-15,xrp,XRP
2023-01-09,0.3452258121803157,17456961142.234257,1.837676647316653,2021-04-15,xrp,XRP
2023-01-10,0.3496853723382183,17717747212.100025,1.837676647316653,2021-04-15,xrp,XRP
2023-01-11,0.3516250959148819,17792177163.847145,1.837676647316653,2021-04-15,xrp,XRP
2023-01-12,0.3751680418453305,19038727678.203484,1.837676647316653,2021-04-15,xrp,XRP
2023-01-13,0.3757077587246529,19039106716.028618,1.837676647316653,2021-04-15,xrp,XRP
2023-01-14,0.3866854348676511,19580764523.903866,1.837676647316653,2021-04-15,xrp,XRP
2023-01-15,0.3957801415784646,20080653280.131844,1.837676647316653,2021-04-15,xrp,XRP
2023-01-16,0.3846604814430939,19502566239.733498,1.837676647316653,2021-04-15,xrp,XRP
2023-01-17,0.3872187451452261,19619545376.60257,1.837676647316653,2021-04-15,xrp,XRP
2023-01-18,0.3883460896972918,19658180910.92554,1.837676647316653,2021-04-15,xrp,XRP
2023-01-19,0.3797679869684619,19245926197.7098,1.837676647316653,2021-04-15,xrp,XRP
2023-01-20,0.3941963457659705,19971310554.25555,1.837676647316653,2021-04-15,xrp,XRP
2023-01-21,0.4135995980254182,20999925928.92541,1.837676647316653,2021-04-15,xrp,XRP
2023-01-22,0.4042373402682552,20511505868.34467,1.837676647316653,2021-04-15,xrp,XRP
2023-01-23,0.4023071714072539,20425679976.40058,1.837676647316653,2021-04-15,xrp,XRP
2023-01-24,0.4266693124379404,21638028918.38685,1.837676647316653,2021-04-15,xrp,XRP
2023-01-25,0.4087729415360422,20714879210.16023,1.837676647316653,2021-04-15,xrp,XRP
2023-01-26,0.4186592896798123,21255807576.526184,1.837676647316653,2021-04-15,xrp,XRP
2023-01-27,0.4111158852427795,20916108969.411465,1.837676647316653,2021-04-15,xrp,XRP
2023-01-28,0.4140015975409832,21011973835.20259,1.837676647316653,2021-04-15,xrp,XRP
2023-01-29,0.4096758453041082,20794792977.810905,1.837676647316653,2021-04-15,xrp,XRP
2023-01-30,0.4149713432831108,21072151658.28616,1.837676647316653,2021-04-15,xrp,XRP
2023-01-31,0.3963337020923979,20091977273.8818,1.837676647316653,2021-04-15,xrp,XRP
2023-02-01,0.4073667927328009,20688747113.486637,1.837676647316653,2021-04-15,xrp,XRP
2023-02-02,0.4148527743836202,21064449265.238544,1.837676647316653,2021-04-15,xrp,XRP
2023-02-03,0.4112098873232879,20884408869.32825,1.837676647316653,2021-04-15,xrp,XRP
2023-02-04,0.4124106594131678,20950682121.522537,1.837676647316653,2021-04-15,xrp,XRP
2023-02-05,0.4121338298176891,20949793892.67069,1.837676647316653,2021-04-15,xrp,XRP
2023-02-06,0.3998167475166553,20322531847.385983,1.837676647316653,2021-04-15,xrp,XRP
2023-02-07,0.3937656294467119,19987203910.588814,1.837676647316653,2021-04-15,xrp,XRP
2023-02-08,0.4048849794610551,20578617233.8652,1.837676647316653,2021-04-15,xrp,XRP
2023-02-09,0.3986931996846012,20272568564.15036,1.837676647316653,2021-04-15,xrp,XRP
2023-02-10,0.3832139446465286,19494029957.97749,1.837676647316653,2021-04-15,xrp,XRP
2023-02-11,0.3835543661601323,19484210803.046715,1.837676647316653,2021-04-15,xrp,XRP
2023-02-12,0.3852754283472095,19569331797.91024,1.837676647316653,2021-04-15,xrp,XRP
2023-02-13,0.376051100078587,19086935160.551865,1.837676647316653,2021-04-15,xrp,XRP
2023-02-14,0.3720546283535058,18900034646.09865,1.837676647316653,2021-04-15,xrp,XRP
2023-02-15,0.3832279512992212,19466658327.996437,1.837676647316653,2021-04-15,xrp,XRP
2023-02-16,0.401361856233086,20368679852.003357,1.837676647316653,2021-04-15,xrp,XRP
2023-02-17,0.3869228608316964,19624357378.80268,1.837676647316653,2021-04-15,xrp,XRP
2023-02-18,0.3953120430532022,20087928758.71447,1.837676647316653,2021-04-15,xrp,XRP
2023-02-19,0.3943929668386478,20036416117.84064,1.837676647316653,2021-04-15,xrp,XRP
2023-02-20,0.3856060724873099,19625731454.880478,1.837676647316653,2021-04-15,xrp,XRP
2023-02-21,0.3976747252183047,20205624242.572395,1.837676647316653,2021-04-15,xrp,XRP
2023-02-22,0.3913842408172827,19872689610.039776,1.837676647316653,2021-04-15,xrp,XRP
2023-02-23,0.3953586519644791,20196054648.297245,1.837676647316653,2021-04-15,xrp,XRP
2023-02-24,0.3895723801262455,19815369081.45072,1.837676647316653,2021-04-15,xrp,XRP
2023-02-25,0.3790953257370455,19325068033.96813,1.837676647316653,2021-04-15,xrp,XRP
2023-02-26,0.378689319605292,19283599327.033203,1.837676647316653,2021-04-15,xrp,XRP
2023-02-27,0.3780094713017035,19267086787.79969,1.837676647316653,2021-04-15,xrp,XRP
2023-02-28,0.3793366092044523,19332749632.951515,1.837676647316653,2021-04-15,xrp,XRP
2023-03-01,0.3784078089404583,19254765044.415302,1.837676647316653,2021-04-15,xrp,XRP
2023-03-02,0.3842122173302225,19594492700.912346,1.837676647316653,2021-04-15,xrp,XRP
2023-03-03,0.3778275916753731,19261288580.63014,1.837676647316653,2021-04-15,xrp,XRP
2023-03-04,0.3797725783925803,19357672478.1105,1.837676647316653,2021-04-15,xrp,XRP
2023-03-05,0.375482520911302,19125093149.858814,1.837676647316653,2021-04-15,xrp,XRP
2023-03-06,0.368702052339315,18772296579.30465,1.837676647316653,2021-04-15,xrp,XRP
2023-03-07,0.370949886784883,18870930797.40737,1.837676647316653,2021-04-15,xrp,XRP
2023-03-08,0.3809194177115543,19403006996.615963,1.837676647316653,2021-04-15,xrp,XRP
2023-03-09,0.3895455769251921,19902227509.41309,1.837676647316653,2021-04-15,xrp,XRP
2023-03-10,0.373153463761464,19038584759.28343,1.837676647316653,2021-04-15,xrp,XRP
2023-03-11,0.3719842680149645,18960880522.27624,1.837676647316653,2021-04-15,xrp,XRP
2023-03-12,0.3660374912479876,18618245861.40169,1.837676647316653,2021-04-15,xrp,XRP
2023-03-13,0.3724698526505245,18910866411.013878,1.837676647316653,2021-04-15,xrp,XRP
2023-03-14,0.3741326627142878,19067422016.807568,1.837676647316653,2021-04-15,xrp,XRP
2023-03-15,0.3748929729140571,19095493029.564102,1.837676647316653,2021-04-15,xrp,XRP
2023-03-16,0.3620401175591994,18449948264.467854,1.837676647316653,2021-04-15,xrp,XRP
2023-03-17,0.3683427242753669,18785035463.22649,1.837676647316653,2021-04-15,xrp,XRP
2023-03-18,0.3809835123014355,19395225306.86912,1.837676647316653,2021-04-15,xrp,XRP
2023-03-19,0.3764133710019361,19170540663.397667,1.837676647316653,2021-04-15,xrp,XRP
2023-03-20,0.3892865842417711,19979252277.27556,1.837676647316653,2021-04-15,xrp,XRP
2023-03-21,0.3772352416274596,19226276544.65037,1.837676647316653,2021-04-15,xrp,XRP
2023-03-22,0.470749191774915,23963597176.994377,1.837676647316653,2021-04-15,xrp,XRP
2023-03-23,0.4252184081267416,21687465409.827747,1.837676647316653,2021-04-15,xrp,XRP
2023-03-24,0.4482196537624507,22838007729.7023,1.837676647316653,2021-04-15,xrp,XRP
2023-03-25,0.4268002965976374,21860547088.836643,1.837676647316653,2021-04-15,xrp,XRP
2023-03-26,0.4490301632968959,22901966241.344044,1.837676647316653,2021-04-15,xrp,XRP
2023-03-27,0.4507982030258973,23017901905.08662,1.837676647316653,2021-04-15,xrp,XRP
2023-03-28,0.4804892582556843,24887269626.43507,1.837676647316653,2021-04-15,xrp,XRP
2023-03-29,0.5168128670875739,26697226442.289265,1.837676647316653,2021-04-15,xrp,XRP
2023-03-30,0.5453960004474748,28206497479.00727,1.837676647316653,2021-04-15,xrp,XRP
2023-03-31,0.5372314130180667,27787487718.72779,1.837676647316653,2021-04-15,xrp,XRP
2023-04-01,0.5389087176387467,27928271774.46026,1.837676647316653,2021-04-15,xrp,XRP
2023-04-02,0.5108643384082717,26419768893.369,1.837676647316653,2021-04-15,xrp,XRP
2023-04-03,0.5206392045697563,26865238853.589268,1.837676647316653,2021-04-15,xrp,XRP
2023-04-04,0.4976231497811659,25757164808.749744,1.837676647316653,2021-04-15,xrp,XRP
2023-04-05,0.5042085209801936,26035551812.61459,1.837676647316653,2021-04-15,xrp,XRP
2023-04-06,0.5064892991443272,26178153840.81308,1.837676647316653,2021-04-15,xrp,XRP
2023-04-07,0.5033907322034521,26032005022.91688,1.837676647316653,2021-04-15,xrp,XRP
2023-04-08,0.5141886150364228,26596750375.135258,1.837676647316653,2021-04-15,xrp,XRP
2023-04-09,0.506259243519927,26189001074.264023,1.837676647316653,2021-04-15,xrp,XRP
2023-04-10,0.5059049357511278,26153157422.11329,1.837676647316653,2021-04-15,xrp,XRP
2023-04-11,0.5182365433645599,26808568246.60892,1.837676647316653,2021-04-15,xrp,XRP
