date,price,market_cap,ath_value,ath_date,symbol,name,token
2022-01-01,46319.65108805251,876192941903.0961,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-02,47816.07767640849,904551946917.3206,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-03,47387.212167697246,897536090320.9355,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-04,46531.140860530526,880330191985.1965,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-05,45938.02427172366,876242689666.1957,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-06,43647.14750806805,827723202715.1049,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-07,43216.45867693359,819522879407.0583,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-08,41527.197042644846,787735561341.1113,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-09,41756.66232397826,792892599975.9554,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-10,41862.3609856517,791648558214.5575,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-11,41869.85905559219,792407724467.5966,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-12,42777.21102048236,809621515508.4065,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-13,43981.87732717414,832460077955.3481,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-14,42608.41001195019,806510860231.8285,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-15,43120.85451108056,816129314317.4397,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-16,43226.65026980921,816800318526.6782,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-17,43119.79214308028,816325578941.135,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-18,42298.341116872325,800822650383.9624,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-19,42395.45879157343,803962100417.9756,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-20,41749.55143098559,790507925308.7825,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-21,40707.6824143097,774235809673.4731,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-22,36508.79978983082,692855029162.9379,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-23,35180.435462830384,666220701468.4846,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-24,36306.409440464704,687575973800.0704,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-25,36774.00714224005,696465421899.37,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-26,36988.92851066736,700571452648.8236,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-27,36870.440166931,700165819656.2855,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-28,37276.839558174994,702311456032.8538,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-29,37852.57902803263,717026944842.8334,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-30,38232.17873217708,722829009646.1814,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-01-31,37983.151499406464,719570142321.8397,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-01,38555.53446121157,727905398095.9747,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-02,38835.69494322237,736102274236.6057,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-03,37000.98249864199,700645616423.8325,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-04,37101.351593780935,703003347951.7092,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-05,41673.8395543094,777355085535.6107,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-06,41493.690050910525,786295053042.2418,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-07,42475.543220951215,804942041477.0581,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-08,43910.92998644309,833392518214.8341,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-09,44184.447511676175,837406846076.2306,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-10,44383.88805541707,841339973338.8694,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-11,43628.13953235228,826942197610.3904,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-12,42445.38876793804,803706779791.898,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-13,42254.738123237206,799547462142.6093,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-14,42247.83595326771,802059713029.3901,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-15,42634.573783663065,808280617642.0496,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-16,44574.32057099816,848321283143.9929,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-17,44063.28198279571,836256083783.791,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-18,40562.98694982819,770096677778.6456,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-19,40073.495362369824,759881874201.3011,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-20,40192.75912143141,761447243939.9269,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-21,38514.00853622455,730381814665.4404,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-22,37059.97940228752,703004241590.1829,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-23,38337.2038554348,727094284067.6588,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-24,37372.2926803477,708829287814.1068,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-25,38363.345488570165,727657714638.0917,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-26,39316.16207578596,745763194704.1796,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-27,39090.202153609054,741083625917.93,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-02-28,37803.59016044929,717619764688.0872,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-01,43225.40467743573,819019441071.749,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-02,44459.59162774341,841254375272.0455,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-03,43980.707382090906,834437956671.6672,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-04,42491.97839335905,807454920681.7217,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-05,39200.29973557414,743810477766.2219,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-06,39463.14681149058,748197160856.1006,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-07,38442.99174588676,729501899968.2964,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-08,38076.49382252028,723198804467.6718,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-09,38732.93701302586,735453953725.9198,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-10,41986.03444607623,796849504897.2562,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-11,39468.35477300189,749384110700.1091,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-12,38775.17558840679,738267961692.6816,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
2022-03-13,38903.69354800599,738456528057.6692,67617.0155448617,2021-11-09,btc,Bitcoin,BTC
