date,price,market_cap,ath_value,ath_date,symbol,name
2021-01-01,0.1820711329002511,5664962992.375575,2.96707544958908,2021-09-04,ada,Cardano
2021-01-02,0.1756785793062816,5459442449.830887,2.96707544958908,2021-09-04,ada,Cardano
2021-01-03,0.1781849525381411,5541071871.348484,2.96707544958908,2021-09-04,ada,Cardano
2021-01-04,0.2050372401815204,6478554204.432761,2.96707544958908,2021-09-04,ada,Cardano
2021-01-05,0.2188884921904594,6776976218.184067,2.96707544958908,2021-09-04,ada,Cardano
2021-01-06,0.2592124040314695,8086992388.5403805,2.96707544958908,2021-09-04,ada,Cardano
2021-01-07,0.3318409734964671,10274502269.983538,2.96707544958908,2021-09-04,ada,Cardano
2021-01-08,0.3005428519135833,9271209679.66398,2.96707544958908,2021-09-04,ada,Cardano
2021-01-09,0.3079477293892311,9486227623.151382,2.96707544958908,2021-09-04,ada,Cardano
2021-01-10,0.3330699936580539,10474851603.194077,2.96707544958908,2021-09-04,ada,Cardano
2021-01-11,0.306214441004005,9547696166.484123,2.96707544958908,2021-09-04,ada,Cardano
2021-01-12,0.2765118481411739,8567295374.420918,2.96707544958908,2021-09-04,ada,Cardano
2021-01-13,0.287840175861167,8919293654.92031,2.96707544958908,2021-09-04,ada,Cardano
2021-01-14,0.3113499146866433,9668965191.987007,2.96707544958908,2021-09-04,ada,Cardano
2021-01-15,0.3101366394448269,9607023622.828886,2.96707544958908,2021-09-04,ada,Cardano
2021-01-16,0.3025753224416189,9452716399.649153,2.96707544958908,2021-09-04,ada,Cardano
2021-01-17,0.3522503951510311,10974418960.154127,2.96707544958908,2021-09-04,ada,Cardano
2021-01-18,0.3796879602467297,11944120204.049416,2.96707544958908,2021-09-04,ada,Cardano
2021-01-19,0.3696509940325456,11556220463.724558,2.96707544958908,2021-09-04,ada,Cardano
2021-01-20,0.3693457419983242,11583747204.108196,2.96707544958908,2021-09-04,ada,Cardano
2021-01-21,0.3763115739575005,11629239817.496456,2.96707544958908,2021-09-04,ada,Cardano
2021-01-22,0.311240182830754,9813434945.822624,2.96707544958908,2021-09-04,ada,Cardano
2021-01-23,0.3511613639040078,10808585450.780878,2.96707544958908,2021-09-04,ada,Cardano
2021-01-24,0.3464554739144793,10775451797.658688,2.96707544958908,2021-09-04,ada,Cardano
2021-01-25,0.3520962985605136,10907245699.203642,2.96707544958908,2021-09-04,ada,Cardano
2021-01-26,0.3443612535369296,10718641448.677244,2.96707544958908,2021-09-04,ada,Cardano
2021-01-27,0.3438978098422514,10707255441.64569,2.96707544958908,2021-09-04,ada,Cardano
2021-01-28,0.3123153604650019,9653513519.30118,2.96707544958908,2021-09-04,ada,Cardano
2021-01-29,0.3446321735969572,10775736944.967438,2.96707544958908,2021-09-04,ada,Cardano
2021-01-30,0.3475197098777403,10870768823.23515,2.96707544958908,2021-09-04,ada,Cardano
2021-01-31,0.3604806726993043,11492910452.930857,2.96707544958908,2021-09-04,ada,Cardano
2021-02-01,0.3456733934240721,11024882710.653038,2.96707544958908,2021-09-04,ada,Cardano
2021-02-02,0.4014135429277523,12802876639.677765,2.96707544958908,2021-09-04,ada,Cardano
2021-02-03,0.425293205365206,13649744225.9608,2.96707544958908,2021-09-04,ada,Cardano
2021-02-04,0.4412158146145736,14046780963.90513,2.96707544958908,2021-09-04,ada,Cardano
2021-02-05,0.4415987967960127,14124867498.632463,2.96707544958908,2021-09-04,ada,Cardano
2021-02-06,0.5385518589400373,17202094510.163548,2.96707544958908,2021-09-04,ada,Cardano
2021-02-07,0.62635697398072,19854979470.03364,2.96707544958908,2021-09-04,ada,Cardano
2021-02-08,0.6594719394352474,20910050886.32516,2.96707544958908,2021-09-04,ada,Cardano
2021-02-09,0.6873068371578556,21857345265.124405,2.96707544958908,2021-09-04,ada,Cardano
2021-02-10,0.7059190563060789,22537176367.01823,2.96707544958908,2021-09-04,ada,Cardano
2021-02-11,0.9239854497397344,29471024411.44145,2.96707544958908,2021-09-04,ada,Cardano
2021-02-12,0.927712152275745,29490259208.42937,2.96707544958908,2021-09-04,ada,Cardano
2021-02-13,0.9232752043586164,29484763500.13651,2.96707544958908,2021-09-04,ada,Cardano
2021-02-14,0.9039954754716988,28898521927.17186,2.96707544958908,2021-09-04,ada,Cardano
2021-02-15,0.8503794813667799,27180580246.00645,2.96707544958908,2021-09-04,ada,Cardano
2021-02-16,0.8600617955345385,27363016264.865456,2.96707544958908,2021-09-04,ada,Cardano
2021-02-17,0.8746051613561255,27928267753.64383,2.96707544958908,2021-09-04,ada,Cardano
2021-02-18,0.8887320746562535,28374309990.04283,2.96707544958908,2021-09-04,ada,Cardano
2021-02-19,0.912715205457966,29081988032.46847,2.96707544958908,2021-09-04,ada,Cardano
2021-02-20,0.9331549494994794,29861793769.83866,2.96707544958908,2021-09-04,ada,Cardano
2021-02-21,1.125679550953505,35319686744.70111,2.96707544958908,2021-09-04,ada,Cardano
2021-02-22,1.1045825826681024,35410060966.21958,2.96707544958908,2021-09-04,ada,Cardano
2021-02-23,1.103137168782976,35028892675.36006,2.96707544958908,2021-09-04,ada,Cardano
2021-02-24,0.9557803324164976,30289508304.79003,2.96707544958908,2021-09-04,ada,Cardano
2021-02-25,1.0588493273684532,33843111261.4633,2.96707544958908,2021-09-04,ada,Cardano
2021-02-26,1.076914120684637,35020140015.7137,2.96707544958908,2021-09-04,ada,Cardano
2021-02-27,1.2450616886921635,39925051371.21413,2.96707544958908,2021-09-04,ada,Cardano
2021-02-28,1.3428086739147602,42146907598.95325,2.96707544958908,2021-09-04,ada,Cardano
