date,price,market_cap,symbol,name
2020-02-13,0.30062527136408457,13139923811.820684,xrp,XRP
2020-02-14,0.32323749080237313,14128273325.1104,xrp,XRP
2020-02-15,0.33328200848325845,14547897322.234125,xrp,XRP
2020-02-16,0.3054624254862439,13351349272.969727,xrp,XRP
2020-02-17,0.2964534198879656,13014571135.584288,xrp,XRP
2020-02-18,0.28908812446999876,12589617075.790451,xrp,XRP
2020-02-19,0.296577455075223,13006965403.789303,xrp,XRP
2020-02-20,0.2791443337343405,12286661487.356989,xrp,XRP
2020-02-21,0.27234077933160267,11903878854.716238,xrp,XRP
2020-02-22,0.2741735340187518,11994931288.88298,xrp,XRP
2020-02-23,0.2750165598980362,12031813176.600395,xrp,XRP
2020-02-24,0.2828391709232468,12368568030.53096,xrp,XRP
2020-02-25,0.27168308521714457,11885975614.657633,xrp,XRP
2020-02-26,0.2549377168645062,11161956330.394718,xrp,XRP
2020-02-27,0.23266378428241924,10107015239.20526,xrp,XRP
2020-02-28,0.23617604299477746,10372076911.34373,xrp,XRP
2020-02-29,0.23717611347675766,10383454661.41943,xrp,XRP
2020-03-01,0.23037150494861858,10085552216.249443,xrp,XRP
2020-03-02,0.22917706895795528,10025695675.143848,xrp,XRP
2020-03-03,0.23935065416728013,10478654993.098969,xrp,XRP
2020-03-04,0.23457912088562113,10269759591.410824,xrp,XRP
2020-03-05,0.23463668153171868,10272279568.445084,xrp,XRP
2020-03-06,0.23799885638303916,10432581064.571096,xrp,XRP
2020-03-07,0.24386760361915502,10685792781.178034,xrp,XRP
2020-03-08,0.23709215080017237,10388905930.494232,xrp,XRP
2020-03-09,0.20384611735996336,8932130947.405481,xrp,XRP
2020-03-10,0.20882219538631508,9150172777.740633,xrp,XRP
2020-03-11,0.21152859473962587,9268761808.195688,xrp,XRP
2020-03-12,0.20985557507598007,9174518395.667374,xrp,XRP
2020-03-13,0.13782959908786777,6028784807.164941,xrp,XRP
2020-03-14,0.15793320292960084,6828007204.563598,xrp,XRP
2020-03-15,0.14740449415734955,6450069989.016672,xrp,XRP
2020-03-16,0.1536465110327934,6732484159.771578,xrp,XRP
2020-03-17,0.14233610354273207,6240388468.092608,xrp,XRP
2020-03-18,0.14855496359845247,6533184465.968457,xrp,XRP
2020-03-19,0.14686144782598295,6436304690.825929,xrp,XRP
2020-03-20,0.1630137642312299,7154342167.204617,xrp,XRP
2020-03-21,0.1578654199821656,6932408770.043524,xrp,XRP
2020-03-22,0.1572388916037732,6893765822.423717,xrp,XRP
2020-03-23,0.1506641854751117,6610426078.543431,xrp,XRP
2020-03-24,0.15818223865173547,6935124633.666894,xrp,XRP
2020-03-25,0.16232648779448133,7127137923.557504,xrp,XRP
2020-03-26,0.1616945113158979,7106446510.326314,xrp,XRP
2020-03-27,0.17414388125687338,7645994668.6750965,xrp,XRP
2020-03-28,0.1741474352175186,7646150709.55319,xrp,XRP
2020-03-29,0.17685014138047248,7760076485.941018,xrp,XRP
2020-03-30,0.16447701662718836,7221559455.172825,xrp,XRP
2020-03-31,0.17093843850410675,7516283687.083531,xrp,XRP
2020-04-01,0.17392564111197442,7641538582.275465,xrp,XRP
2020-04-02,0.17508389119266285,7634756565.062687,xrp,XRP
2020-04-03,0.17815815095276072,7796534797.044705,xrp,XRP
2020-04-04,0.17903878936652484,7866188147.539315,xrp,XRP
2020-04-05,0.18002309457934823,7901465588.758275,xrp,XRP
2020-04-06,0.1781015255131237,7825008837.509199,xrp,XRP
2020-04-07,0.19471507618414166,8563367775.746166,xrp,XRP
2020-04-08,0.192698794927934,8473684261.85753,xrp,XRP
2020-04-09,0.20004763010892992,8812426645.650202,xrp,XRP
2020-04-10,0.19806941770953088,8710888248.686846,xrp,XRP
2020-04-11,0.18842873691679146,8286901072.887856,xrp,XRP
2020-04-12,0.1885856605415796,8293802411.695811,xrp,XRP
2020-04-13,0.18793418546556673,8265151211.275384,xrp,XRP
2020-04-14,0.18827236788185847,8299611707.552383,xrp,XRP
2020-04-15,0.18610888684287522,8202409954.834599,xrp,XRP
2020-04-16,0.18169801367609822,8011761733.297829,xrp,XRP
2020-04-17,0.18856584786352443,8313796758.115251,xrp,XRP
2020-04-18,0.18890422687848843,8333268489.325,xrp,XRP
2020-04-19,0.19410552542802123,8564164034.737875,xrp,XRP
2020-04-20,0.18984854465276943,8376547767.92359,xrp,XRP
2020-04-21,0.18330269141211422,8086477705.570027,xrp,XRP
2020-04-22,0.18313346135006744,8074284895.834148,xrp,XRP
2020-04-23,0.18768951931615696,8275159764.626271,xrp,XRP
2020-04-24,0.1901184454663675,8382250197.9264555,xrp,XRP
2020-04-25,0.19238168847343698,8482035724.246257,xrp,XRP
2020-04-26,0.19442200981571112,8571317096.772564,xrp,XRP
2020-04-27,0.19693094024713242,8682610510.595545,xrp,XRP
2020-04-28,0.19789304938794036,8729627019.338083,xrp,XRP
2020-04-29,0.2133646263583613,9405727836.780415,xrp,XRP
2020-04-30,0.22602861693321166,9970767177.657255,xrp,XRP
2020-05-01,0.21310049835339237,9449611235.487078,xrp,XRP
2020-05-02,0.21763942367204323,9616759488.62069,xrp,XRP
2020-05-03,0.2229278108306535,9833981773.529413,xrp,XRP
2020-05-04,0.2193996373715576,9678343975.978186,xrp,XRP
2020-05-05,0.2183355316840978,9590628118.624918,xrp,XRP
2020-05-06,0.21665867531586175,9557432319.43245,xrp,XRP
2020-05-07,0.21316859552060752,9538926053.665503,xrp,XRP
2020-05-08,0.2193568557668683,9676456757.334675,xrp,XRP
2020-05-09,0.21817125944521623,9652873648.681679,xrp,XRP
2020-05-10,0.21623674329232112,9545970574.247509,xrp,XRP
2020-05-11,0.20087033236420565,8860901078.056873,xrp,XRP
2020-05-12,0.19388790957730762,8552948875.18262,xrp,XRP
2020-05-13,0.197123255346823,8693754579.16676,xrp,XRP
2020-05-14,0.20180311736508466,8892830320.503365,xrp,XRP
2020-05-15,0.20339121602916818,8971968255.938885,xrp,XRP
2020-05-16,0.1984767930027895,8755377615.674406,xrp,XRP
2020-05-17,0.20068503569720783,8852789501.286718,xrp,XRP
2020-05-18,0.20066391162784475,8860387827.044128,xrp,XRP
2020-05-19,0.20463934825919036,9011434283.414942,xrp,XRP
2020-05-20,0.20474144959670157,9031729491.792507,xrp,XRP
2020-05-21,0.20187100598936145,8905106034.5785,xrp,XRP
2020-05-22,0.19501216560766965,8602543016.30914,xrp,XRP
2020-05-23,0.19960886868775185,8816681088.275835,xrp,XRP
2020-05-24,0.19754927942344438,8714462345.390297,xrp,XRP
2020-05-25,0.19419036291235778,8586301007.646535,xrp,XRP
2020-05-26,0.19685487196537504,8682758874.370806,xrp,XRP
2020-05-27,0.19413459787001003,8567002549.941864,xrp,XRP
2020-05-28,0.19720175798010187,8699660782.665977,xrp,XRP
